Chromosome	Start	Stop	Strand	Gene Symbol	AKO5	AKO6	AKO7	AKO8	Ako_Lx1	Ako_Lx2	Ako_Lx3	WT6	wt_Lx1	WT7	WT5	Ako_Lx4	wt_Lx3	WT8	wt_Lx2	wt_Lx4
6	34598504	34775470	+	Cald1	749.005	669.001	580	576	1253	1500.98	930.002	610.001	2067.99	577.003	635	1506	3222	540.998	1177	1631.98
19	47132232	47138295	-	Calhm2	67	77	73	82	63	68	101	31	126	45	67	65	156	53	99	140
10	34091352	34096520	-	Calhm5	43	15	48	22	90	97	44	39	107	26	33	93	131	30	63	106
12	100199435	100209825	+	Calm1	3521.05	3629.06	3280.94	3279.06	4231.1	4474.05	3940.9	3444.07	5637.22	3433.07	3618.06	4509.07	8319.55	3558.9	4529.85	4490.09
17	87433401	87446936	-	Calm2	1112.99	1172.01	1015	1002	1683.99	1667.01	1599	1097	2438	1242	1361	1876	3314.99	1166	2043	2268.01
7	16915379	16924033	-	Calm3	2701	2517	2061	2263	3791	3485	2999	2040	3501	2026	2191	3123	4217	2907	2909	3304
8	84842088	84846932	-	Calr	3643	3648	3562	3821	5397	5601	4602	3029	5843	3435	2624	5209	9606	3811	4272	4599
8	72424183	72443779	-	Calr3	182	161	115	142	192	170	143	103	140	162	153	137	115	163	144	131
6	29348106	29376676	+	Calu	4947.1	4801.87	4345.15	4347.06	7342.99	7701.57	5684.16	4300.94	8732	4440.88	4937.11	7948.71	14232.1	4524.95	6082.97	7081.78
6	113334124	113343923	-	Camk1	606	622	576	720	984	908	774	589	1062	566	532	936	1235	835	878	846
2	5293457	5714763	-	Camk1d	67	56	58	59	221	351	259	48	684	49	71	475	1393	70	288	607
18	60925632	60988153	+	Camk2a	962.994	895.997	723.001	906.999	917.006	899	876.998	729.997	787.999	683.005	588.998	855	686.999	796.004	870.999	1066
11	5969666	6065749	-	Camk2b	229	278	207	219	124	149	211	161	160	168	183	165	120	239	176	248
3	126596951	126846327	+	Camk2d	2098.98	2097	1811.99	2108.99	2070.97	2092.99	2074	1801	2149.01	1917	1980.98	2407	2469	1784	2096.99	2483.99
14	20734873	20794089	-	Camk2g	645.002	776.001	641.003	772	918.001	910	930.998	608.001	1155	698	582.003	1118.01	1351	768.005	1059	1193
4	138455148	138460127	+	Camk2n1	428	379	332	343	455	431	484	337	391	321	312	407	443	346	430	601
16	20619215	20621279	-	Camk2n2	15	13	8	11	18	23	14	11	38	7	11	32	42	11	28	17
11	73018988	73042066	+	Camkk1	26	31	18	36	46	50	39	22	144	14	23	94	132	19	61	67
5	122731170	122779411	-	Camkk2	204	207	206	155	299	372	290.001	142	327	156	131	305	629.002	182	299	371
17	85090626	85458590	+	Camkmt	56	56	58	49	85	77	90	57	70	62	54	78	121	40	79	68
13	55623005	55632417	+	Caml	114	101	133	144	157	154	136	111	177	90	133	179	286	125	148	206
2	25926838	25983283	-	Camsap1	433	433.999	381.001	452	541.001	528	539.003	399	549.003	391	300.001	462.001	547	446	507.998	513.999
1	136268123	136346105	-	Camsap2	540.997	522.999	403.001	409.001	489.998	540.002	534	376.001	555.001	402	381	527.998	658.004	333.999	415.999	535
8	3587450	3609076	+	Camsap3	17	13	22	10	17	19	18	27	22	10	23	21	31	24	25	37
4	151059523	151861769	-	Camta1	1701	1558	1498	1455	2490	2188	1615	1309	1630	1438	1211	1864	1884	1350	1771	1531
11	70669463	70688106	-	Camta2	759	751	481	715.998	708	823.999	745.002	614.997	851.998	503.998	514.998	774	948.001	751.005	784.003	790.998
10	119198812	119240056	-	Cand1	538	489	430	478	687	815	631	393	926	463	350	744	1322	463	702	811
6	115774557	115805556	+	Cand2	1903	1934	1597	1913	1990	1917	1871	1562	1703	1393	1170	2020	1582	1895	1932	1777
11	118406289	118419119	-	Cant1	414	394.999	292	344.999	447	484	431.999	327	565	275	274	471	811.999	370	490.999	566
11	50293957	50325674	-	Canx	4578.1	4299.88	3793.95	4327.09	4214.9	4587.87	4218.11	3688.94	4339.92	4009.1	3685.9	4195.15	6235.08	3536.87	4224.95	4278.95
4	122859048	122886077	-	Cap1	590.001	590.999	626.998	634.999	1136.99	1367.99	1023	575	1863.99	502.999	582.999	1304	3225.64	693.001	1303.99	1424.99
13	46501903	46650282	+	Cap2	2188	2258	2157	2226	3319	3198	2621	1995	2457	1914	1800	2661	3225	1978	2464	2710
6	72544391	72562984	+	Capg	95	118	143	87	381.999	445.001	228	85	585.999	85	129	455.001	1365	165	431.001	406
19	5988545	6015826	-	Capn1	413	352	294	382	378	447.999	477.992	308.999	649.997	261	294	552.002	829.007	422.001	531	563
1	92934408	92947949	+	Capn10	109.711	91.4477	74.6719	107.868	105.792	95.6739	117.415	65.4678	126.828	71.5438	64.7624	115.938	141	73.8225	116.51	100.847
17	25958364	25985875	-	Capn15	172	179.919	107	210.967	229	289.999	263	117.944	254.993	115	115	241.973	403.999	194.982	284.989	273
1	182467253	182517611	-	Capn2	1087	1119	1035	1107	1451	1601	1289	921	1850	846	767	1617	2383	1088	1372	1537
2	120463593	120504920	+	Capn3	32	52	41	49	24	17	49	67	27	48	49	26	15	61	33	20
7	98121559	98178275	-	Capn5	68	44	48	45	83	116	89	43	122	29	54	83	150	38	81.0001	164
14	31336638	31371984	+	Capn7	792.994	754.003	602.998	626.001	663.003	720	857.005	632.004	831.999	698.997	757.999	845.999	974.007	658.006	796.002	905.009
7	30186934	30195154	-	Capns1	3347	3615	3534	3592	3479	3924	3788	3384	4585	3228	3220	4371	5569	4024	4427	4717
2	103762945	103797641	-	Caprin1	2097	2200	1783	1921.01	2234	2482.01	2162.01	1795	2598.01	1894	1848.01	2399.98	3796.99	1724	2386.02	2418.99
6	148842492	148896238	-	Caprin2	92	87	79	122	106	111	95	100	123	88.9999	56	111	110	98.9999	115	122
3	104822781	104864506	-	Capza1	531.001	491	516	461.001	968.007	1157	780.003	470.998	1309.01	473.998	546	1008	2468.95	475.999	1035	978.993
6	17637010	17666973	+	Capza2	2183	2038	2036	1965	2590	2426	2311	1875	2514	2121	2279	2475	3308	1793	2600	2548
4	139192899	139291821	+	Capzb	2356.01	2501.02	2448.96	2557	3450.03	3302	2962.96	2261.97	3249.04	2176.98	2105.01	3359.95	4029.96	2656.02	2989	3167.02
7	45699804	45704688	+	Car11	41	36	30	35	38	72	55	24	78.0001	22	34	65	109	36	40	72
3	95897768	95904686	-	Car14	1322.28	1249.26	1166.56	1485.17	1788.62	1583.26	1349.33	1052.56	982.68	1127.65	986.914	1228.46	600.578	1447.74	1417.84	1139.3
3	14886269	14900771	+	Car2	82	66	46	62	111	91	80	77	86.0001	67	52	83	81	51	76	94
11	84957754	84966055	+	Car4	155	115	131	203	82	83	91	177	89	156	138	75	52	204	86	100
8	104534700	104550344	+	Car7	51	47	39	46	35	36	62	63	51	46	47	56	39	70	62	46
4	8141493	8239042	-	Car8	371	367	333	361	357	381	310	399	348	383	425	371	475	342	369	353
15	78775136	78803043	-	Card10	344	380	226	421	436	472	464	390	475	274	329	480	503	421	463	543
13	49202951	49216027	-	Card19	366	318	335	340	377	413	393	217	394	266	237	355	554	467	319	417
15	5097439	5108534	-	Card6	77	75	71	81	97	97	92	83	107	64	69	106	139	79	87	135
2	26352171	26359560	-	Card9	13	16	12	12	40	34	30	13	63	10	7	54	122	12	28	28
1	60098247	60153954	+	Carf	68	103	77	80	110	120	100	81	107	104	97	135	148	70	123	142
16	8658587	8672154	-	Carhsp1	402	474	398	426	870	870	693	425	1056	328	366	898	1751	429	798	1056
9	21546894	21589466	+	Carm1	651.227	777.997	598.062	707.737	876.682	963.225	881.369	563.687	845.424	527.977	452.247	908.999	1097.33	706.189	796.336	948.599
13	24012481	24280791	-	Carmil1	71.9999	44	18	55	53	48	43	17	99	34	47	78	119	38	72	105
14	55490651	55508273	+	Carmil3	43	46	29	75	31	27	25	26	31	41	19	31	32	37	43	53
18	61645878	61665539	-	Carmn	39	33	36	33	34	43	44	38	103	30	20	60	92	48	50	82
19	18670780	18704793	+	Carnmt1	780	736	675	676	549	487	581	666	427	726	734	509	372	507	564	537
19	4164324	4175480	-	Carns1	867	777	527	922	765	769	1026	664	1296	654	515	962	1026	804	1127	1554
7	143557230	143600091	-	Cars	167	175	166	215	250	263	178	174	296	182	174	252	499.001	203	258	234
8	11514017	11550772	-	Cars2	475.998	483	416.999	525.002	410.002	368	442.998	482	438	437.999	402	476	327	555.003	412	442.999
11	98809808	98833808	+	Casc3	379.479	405.836	302.666	402.943	433.926	451.022	482.656	266.961	481.937	252.788	234.87	423.812	709.989	383.562	496.595	577.442
2	121866970	121936208	+	Casc4	113	126	144	161	179	244	150	199	331	123	120	282	434.001	110	219	316
6	4600911	4643382	+	Casd1	529	521	477	458	575	597	550	496	632	549	499	572	851	425	590	663
X	13517081	13846557	-	Cask	189	158	162	116	216	227	178	132	240	119	153	235	351.999	137	230	292
11	115799352	115813593	-	Caskin2	994	1027	720	1021	1067	1102	1013	719	1136	728	596	890	1207	906	1021	1012
9	5298517	5307282	+	Casp1	25	26	24	15	41	48	42	23	60	25	23	37	117	36	73	55
9	5345476	5373035	+	Casp12	107	78	105	98	139	143	151	91	282	73	112	230	334	48	212	289
6	42264985	42282509	+	Casp2	137	112	107	137	155	223	164	112	271	145	100	198	328	124	177	224
8	46617291	46639699	+	Casp3	69.0001	34	33	53	102	156	117	51	276	33	45	171	460	48	187	189
9	5308849	5336792	+	Casp4	12	29	37	20	72	64	51	24	97	29	18	97	237	24	129	108
3	129901415	129914113	+	Casp6	154	140	100	111	167	134	128	130	155	100	143	151	263	128	167	203
19	56397129	56442344	+	Casp7	124	109	122	129	144	169	145	134	217	135	149	190	322	106	208	203
1	58795374	58847504	+	Casp8	94.9999	86	97.0001	85	167	204	164	88	286.001	95	82	183	567	93.0001	186	235
4	32615470	32653272	+	Casp8ap2	164	152	111	146	155	175	155	136	177	142	143	186	308	118	175	193
4	141793612	141815979	+	Casp9	213	217	150	184	240	263	234	175	300.001	159	155	269.001	371.001	213	285.999	341
1	172209894	172219896	-	Casq1	198	93	403	181	205	186	233	92	353	162	126	283	166	97	237	276
3	102086415	102146513	+	Casq2	13554.5	13664.5	12191.3	12368.8	19352.3	17297.3	14366.9	11833.8	13122.1	13669.9	13498	16184.3	11913	14434.6	12514.5	11807.8
2	172393794	172433758	+	Cass4	16	17	11	10	10	19	20	12	46	12	13	17	91	15	35	20
13	74693294	74808761	-	Cast	1627	1704	1451	1547	1986.01	2075.99	1582	1329	1831	1402.99	1383	1886	2318.99	1320	1879.99	1857
11	4218225	4222410	+	Castor1	71	58	60	69	46	64	43	65	73	41	38	74	138	81	67	96
5	134099748	134141759	+	Castor2	342	362	186	284	280	354	349	221	371	212	222	322	373	250	339	457
4	148804392	148954893	+	Casz1	612.881	691.392	462.474	706.368	1033.1	847.055	745.748	552.603	679.618	540.214	408.492	725.902	681.172	594.987	753.046	723.909
2	103453904	103485154	-	Cat	2760	3085	3028	3151	2434	2394	2447	2698	2321	2788	2089	2505	1650	2978	2326	2367
2	121394355	121413793	-	Catsper2	45	43	43	44	47	49	47	55	51	32	40	49	56	48	56	58
6	17306335	17341329	+	Cav1	3508.92	3412.1	3508.11	3377.89	3235	3305.04	3234.93	3655.11	4547.98	3637.91	4186.15	3918.01	5553	3463.02	3531.06	4355.88
6	17281185	17289131	+	Cav2	1030	960.001	930.999	851	772	755	836.001	1074	968.999	1105	1354	902	1007	441.001	922	967.001
6	112459505	112472873	+	Cav3	878	791	802	889	1344	1230	915	762	965	841	822	1211	1212	1122	932	805
11	100956736	100970618	-	Cavin1	4716	4588.99	3520.99	4263.01	5902.97	5989.03	5656.96	3806.01	7396.01	4061.99	3948.01	6863.06	8378.07	5210.96	5092.01	6874.95
1	51289126	51302961	+	Cavin2	2842	2728	2432	2544	2657	2741	2656	2935	2886	2731	3036	2808	3189	2255	2640	3341
7	105480616	105482198	-	Cavin3	297	291	293	297	623	686	549	273	1013	291	337	908	1415	352	632	817
4	48663514	48673493	+	Cavin4	1587	1608	1478	1425	2506	2062	1404	1756	1166	1735	1955	1492	874	1875	1229	909
10	80130434	80139368	-	Cbarp	38.0907	41.1121	35.0832	26.0121	35.0716	35.0603	56.1076	23.0226	75.3883	24.11	25.1256	59.3148	109.221	37.4023	68.2297	70.0529
2	154436484	154539357	+	Cbfa2t2	292	270	226	262	323	393.999	323.001	177	365	209	194	390	510.998	237	302	366
8	122625136	122699110	-	Cbfa2t3	397	422	258	409	289.999	293	430.999	306.001	417.001	271	269	414.999	451	379	481.001	439.999
8	105170674	105217989	+	Cbfb	524.001	435.001	439.999	380.999	615.001	700.004	521.998	419	772.003	403.999	384	658.996	1285	304	628.998	607.001
9	44149262	44234047	-	Cbl	164	168	116	126	155	160	117	101	170	94	90	185	287	98	129	143
16	52031549	52208047	+	Cblb	232	209	164	217	274	241	274	160	352	156	159	275	448	186	239	280
12	31484829	31499617	-	Cbll1	154	152	121	145	139	149	139	135	184	143	107	132	192	76	150	165
16	93607837	93610350	+	Cbr1	367	352	408	380	311	342	377	346	385	297	268	321	451	498	335	511
11	120729485	120732022	-	Cbr2	167	174	159	171	381	551	420	95	539	157	155	565	532	219	421	722
16	93683219	93690992	+	Cbr3	53	27	44	34	46	45	68	34	52	19	28	55	103	37	63	104
8	61487734	61503501	+	Cbr4	540	469	480	416	433	428	465	519	327	449	591	374	310	609	453	401
19	24919916	24961617	-	Cbwd1	118	116	123	82.9999	146	125	102	133	128	134	106	122	141	113	112	84
11	96789135	96808644	+	Cbx1	388	423.001	316	386	566.998	550.999	518.999	382.999	601	400	388.001	542.001	835.002	449.999	501.001	663.998
11	119023021	119031276	+	Cbx2	63	67	31	49	42	46	56	36	77	46	36	63	91	33	75	74
6	51470616	51483705	+	Cbx3	823.998	709.996	717.004	747.998	920.006	935.995	927.993	666.002	1267.99	790.994	812	1079	1860.03	598.997	974.997	1148
11	119077571	119086238	-	Cbx4	171	127	96	124	240	264	257	106	330	70	136	227	351	147	257	334
15	103191546	103239853	-	Cbx5	1532.98	1349.99	1135	1129	1706.99	1930.99	1509.98	1079	2058.98	1200.99	1161.01	1972.03	2892.97	1164.01	1726	1917.99
15	79823898	79834334	-	Cbx6	663.784	638.669	501.75	575.758	756.949	969.879	1014.75	439.339	1315.86	447.969	479.944	1141.77	1643.26	585.449	984.891	1362.5
15	79915807	79932647	-	Cbx7	382	353	253	258	246	279	315	261	338	288	234	205	342	339	326	512
11	119038436	119040914	-	Cbx8	42	77	47	51	30	32	67	57	78	27	52	54	88	52	81	67
15	79659227	79667661	+	Cby1	197	202	187	178	260	243	193	168	228	190	213	268	236	297	227	276
8	84132828	84147918	-	Cc2d1a	151	170	150	141	164	178	210	134	235	112	101	194	392	164	187	224
4	108619956	108634123	+	Cc2d1b	191	200	171	197	258	305	261	167	353	177	143	302	427	216	275	321
5	43662379	43740971	+	Cc2d2a	219	205	156	187	166	196	204	190	288	166	140	250	253	191	259	326
10	62743928	62792369	-	Ccar1	573	552	485	517	712	675	648	469	742	406	438	599	1135	437	642	698
14	70138169	70153792	-	Ccar2	331	322	294	305	419	374	377	256	442	284	224	465	599	339	430	465
18	66056856	66291839	-	Ccbe1	262	206	133	298	146	188	152	121	156	134	138	86	166	117	190	240
8	94902869	94918099	-	Ccdc102a	112	118	64	95	93	120	141	86	213	94	70	134	344	97	140	191
4	43493365	43495922	+	Ccdc107	219	228	252	202	252	243	195	208	222	194	225	171	270	292	228	301
1	34436670	34439673	-	Ccdc115	265	244	231	254	275	304	275	222	295	227	216	270	382	241	302	237
11	5528888	5542218	-	Ccdc117	651	652	446	534	350	396	400	428	355	384	381	379	447	516	446	469
9	110656503	110711594	+	Ccdc12	239	217	209	224	244	266	256	179	325	209	186	254	360	282	230	267
14	77036772	77112264	+	Ccdc122	50	57	51	30	34	33	25	37	62	31	52	32	57	37	46	56
8	70868227	70873491	-	Ccdc124	589	617	624	595	616	579	580	523	621	537	484	592	813	739	580	570
13	100669481	100697241	+	Ccdc125	12.083	8	3	7.22334	13	17	18	11	28	13	14	15.6402	46	15	17	37
6	49319274	49341587	+	Ccdc126	78.0001	52	87.0001	73	97.9999	106	77	61	85	82	96.9999	99	156	64	78	103
13	74350317	74365784	+	Ccdc127	686.744	695.287	659.961	702.472	693.68	776.744	795.306	568.519	886.108	576.677	580.156	674.672	955.279	606.201	771.163	926.113
8	84257767	84270403	-	Ccdc130	55	59	63	48	56	66	65	41	57	50	60	80	93	75	60	74
15	82127922	82142203	+	Ccdc134	58	53	43	68	82.9999	108	98.0001	59	103	48	43	90	176	79	96.9999	97
6	29396575	29426996	+	Ccdc136	32	16	20	20	61	44	45	10	81	12	13	53	108	14	67	68
11	120458129	120464354	+	Ccdc137	144	110	98	118	129	155	105	82	168	128	95	132	225	96	180	153
16	34690616	34725195	+	Ccdc14	30	41	40	47	79	59	65	51	79	35	52	75	116	61	76	69
2	77009906	77170636	-	Ccdc141	2413	2244	1694	2038	1809	1686	2002	1639	1498	1755	1501	1686	1204	2072	1810	2070
6	83101516	83109122	+	Ccdc142	31	41	25	38	46	60	46	35	35	32	24	58	77	47	56	68
5	21292961	21424678	-	Ccdc146	44	38	19	35	46	38	43	15	36	37	37	28	42	51	45	50
5	52374651	52471544	-	Ccdc149	179	179	125	135	132	162	144	130	197	107	118	228	266	163	180	235
9	37267464	37348358	-	Ccdc15	66	52	55	39	52	71	47	28	70	42	47	61	116	17	45	94
11	4141124	4160294	-	Ccdc157	192	177	128	197	202	225	237	108	333	136	122	287	367	149	236	358
9	21927471	21935873	+	Ccdc159	39	28	17	40	40	29	28	34	30	24	29	41	44	43	32	42
4	116708595	116715684	+	Ccdc163	41	50	29	19	54	83	55	20	90	29	15	36	149	48	71	77
15	75979872	75982286	-	Ccdc166	22	22	22	17	21	23	27	31	38	9	28	33	37	20	14	22
17	29695977	29717018	-	Ccdc167	194.739	166.148	153.267	141.499	195.338	229.162	199.384	131.976	253.519	167.371	171.124	192.727	240.079	170.945	191.096	208.939
4	83525545	83866144	+	Ccdc171	37	19	14	20	28	41	27	19	52	22	16	53	67	25	35	68
6	91878053	91899849	+	Ccdc174	119	148	82	123	116	133	153	110	148	131	102	138	188	110	142	146
1	164275598	164287848	+	Ccdc181	137	168	159	155	145	130	126	134	146	114	119	147	167	154	142	190
15	98167806	98170135	+	Ccdc184	20	22	31	11	15	9	18	9	14	8	10	30	24	16	16	15
19	56787485	56822200	-	Ccdc186	611	650	509	541	589	679	631	536	683	551	477	610	1050	555	688	757
7	127582383	127588596	-	Ccdc189	73.4723	62.2646	86.7128	57.3398	58.2759	64.8675	90.6359	59.6283	97.6029	82.5383	47.3665	109.833	79.1054	101.395	80.9715	69.3244
16	43889902	43964315	+	Ccdc191	47	38	44	50	52	56	50	40	57	30	35	58	108	42	51	82
X	7593809	7605421	-	Ccdc22	152.734	154.938	135.944	139.781	192	162	175.577	124.878	172.904	109.877	127.612	141.868	264.59	179.849	175.93	201.684
14	65837302	65866605	+	Ccdc25	318	374	239	282	444	486	430	303	456	338	330	484	586	352	444	451
10	18213676	18234982	-	Ccdc28a	170	172	156	174	90	112	137	149	147	198	122	141	145	203	127	163
4	129619274	129623909	-	Ccdc28b	66	70	84	64	64	67	80	83	91	62	74	87	139	75	79	117
2	5137776	5230867	+	Ccdc3	15	10	45	45	38	75	43	13	128	6	19	48	76	16	64	164
2	119017779	119029394	-	Ccdc32	213	234	155	180	232	210	222	184	167	175	176	206	229	210	211	200
2	110017817	110045326	+	Ccdc34	66	77	67	82	100	127	102	71	141	61	81	135	282	66	110	193
11	102684688	102697726	-	Ccdc43	250	237	206	251	315	279	277	220	318	220	237	287	321	228	290	248
11	106199356	106216368	-	Ccdc47	2090	1856	1731	1738	2058	2011	1919	1693	1879	1792	1641	1861	2096	1650	1845	2043
16	27388956	27452219	+	Ccdc50	593.001	564.001	540.002	589.999	810	884.003	735.997	547	1053	587.001	589.999	810	1585.01	508	917	1099.99
9	109082496	109093364	+	Ccdc51	110	134	124	158	107	116	116	125	111	98	120	120	101	97	113	146
11	120826542	120932873	-	Ccdc57	13	12	12	13	23	24	20	14	27	8	12	13	25	18	29	21
16	36071660	36092119	+	Ccdc58	150	138	110	137	209	162	122	144	189	134	119	160	174	184	116	136
10	105841479	105847511	+	Ccdc59	137	139	144	131	235	225	163	112	181	140	122	197	295	134	169	175
10	70097121	70193201	+	Ccdc6	428	475	316	401	443	540	438	347	617	307	281	607	861	356	436	545
7	18890884	18910405	-	Ccdc61	107	95	115	70	109	98	96	90	145	88	87	118	191	128	119	124
5	123930689	123969896	+	Ccdc62	30	45	25	20	25	27	22	27	37	25	28	40	27	30	34	38
14	27482405	27508461	-	Ccdc66	167	138	137	110	141	126	145	149.003	147.389	129.486	127	130	202	123	142	166.729
18	69925559	69969485	+	Ccdc68	19	14	33	25	29	43	34	21	60	32	42	55	80	23	48	31
11	55049738	55078132	-	Ccdc69	61	67	87	67	113	134	102	92	159	85	58	106	91	85	137	121
9	108460518	108465946	+	Ccdc71	336	282	252	302	355	350	337	286	388	264	219	398	511	301	326	417
12	32378789	32382944	+	Ccdc71l	374	282	269	352	283	326	330	256	342	292	266	295	541	241	371	385
2	104886324	104999738	+	Ccdc73	28	18	16	15	18	20	15	22	15	31	13	12	12	20	15	12
6	120324322	120364370	-	Ccdc77	64	85.9916	50	78	101.118	99.0001	75.1472	54	128	73	85.0557	80	179	77.0112	110.105	103
7	16993902	16997516	+	Ccdc8	135	145	116	126	174	191	118	87	268	82	93	290	466	122	184	241
16	45094011	45127925	+	Ccdc80	1421	1106	1371	1069	3601	3989	2922	851	4963	765	1032	3695	5530	972	3426	5088
9	13246956	13292354	+	Ccdc82	238	204	164	195	294	356	290	216	391	183	202	357	627	181	362	433
9	44410164	44418070	-	Ccdc84	25	17	30	21	23	56	60	45	46	36	29	33	71	25.01	55	52
11	28385684	28584325	-	Ccdc85a	235.999	217	176	288.001	177	138	169	188	106	188	175	201	98.9999	119	130	153
19	5453163	5457564	-	Ccdc85b	644.998	625.002	549.999	684.002	556.112	519	546.999	517	846.89	609.001	583.001	588.442	1035.85	842	746.87	857.931
12	108203600	108275394	-	Ccdc85c	827	783	570	726	898	928	915	534	805	572	561	869	626	908	748	981
19	10941481	10949267	-	Ccdc86	123	131	123	122	169	186	165.986	116	193	111.969	97	154.978	246.973	112	135.949	136
11	29373658	29510809	+	Ccdc88a	172	140	108	121	233	268	179	153	335	125	161	249	572.999	122	224	267
19	6844623	6858212	-	Ccdc88b	25	38	18	29	54	60	65	34	132	14	18	76	505	38	76	99
12	100911523	101028892	-	Ccdc88c	217	171	127	166	104	113	158	127	209	170	171	202	244	204	161	264
7	16274042	16286796	-	Ccdc9	242	251	173	212	249	241	280	186	336	167	189	244	433	251	282	323
7	92561149	92582295	+	Ccdc90b	543.998	460.001	396.001	476.001	490.999	478.998	470	409.999	454.002	543	511.999	455.999	478.999	505.998	494.001	443.999
6	147475871	147632613	+	Ccdc91	483.002	448.002	415	359	503.997	401	443.001	392	461	439.001	450.002	417.999	479.001	560.002	433	501.001
1	121431067	121506461	+	Ccdc93	328.999	309	211	245	404	396	317.999	205	439.999	230	191	314	494.001	256	395	345.999
7	25711113	25719036	-	Ccdc97	690.999	794.002	579	681.997	777.001	735.002	814.003	596.999	849.003	524.999	480.999	787.994	889	828.002	767.002	867.002
2	118754145	118762662	-	Ccdc9b	708	729	479	555	623	546	606	381	689	484	489	692	855	668	611	769
17	35517049	35531016	+	Cchcr1	14	36	27	29	52	75	73	21	122	20	37	68	202	21	64	72
11	82057832	82062956	+	Ccl11	65	37	31	56	22	22	32	32	39	41	54	8	29	17	61	43
11	82035577	82037453	+	Ccl2	12	13	20	14	271	312	94	21	442	17	29	169	925	16	284	197
